run_id,Time Elapsed/s,3DBall.Environment.CumulativeReward.mean,batch_size,learning_rate,CPU Model,Operating System,GPU Model,buffer_size,beta,epsilon,lambd,num_epoch,shared_critic,learning_rate_schedule,beta_schedule,epsilon_schedule,timestamp,CPU Cores,CPU Frequency,Total RAM,DRL Algorithm Used,lambda,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon
omar-run373,36.0,1.232621,32,0.001,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,32768,0.001,0.2,,3,,,,,2026-01-07T12:07:47Z,14.0,2600.00 MHz,31.64 GB,PPO,0.99,True,128.0,1.0,0.99,50000.0,1000.0
omar-run374,32.0,1.399583,64,5e-05,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,2048,0.001,0.2,,3,,,,,2026-01-07T12:08:28Z,14.0,2600.00 MHz,31.64 GB,PPO,0.99,True,128.0,1.0,0.99,50000.0,1000.0
rasto-1,1083.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T17:57:49Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
rasto-1,10.0,,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T18:29:26Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
2,1358.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T18:30:00Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
3,67.0,,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T18:54:58Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
4,1272.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T18:59:18Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
5,1057.0,98.483349,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T19:27:17Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
6,1166.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T20:02:45Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
7,969.0,95.169245,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T20:56:24Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
8,806.0,98.858348,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T22:08:59Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
9,1068.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T22:22:40Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
10,1046.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T22:41:03Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
11,814.0,94.323091,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-18T23:09:51Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
12,67.0,,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T00:13:18Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
13,942.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T00:16:06Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
14,829.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T00:44:05Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
15,870.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T00:58:29Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
16,65.0,,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T01:13:23Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
17,1008.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T01:15:35Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
18,73.0,,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T12:56:16Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
18,7741.0,100.000015,64,0.0003,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.001,0.2,,3,,,,,2025-11-19T12:58:23Z,16.0,1400.00 MHz,31.70 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
batch_size_16_run,218.0,0.671391,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:35:27Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_16_run,128.0,0.737316,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:46:06Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_32_run,115.0,0.415997,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:48:25Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_48_run,86.0,0.839535,48,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:50:27Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_64_run,87.0,0.683422,64,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:52:00Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_80_run,71.0,0.792061,80,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:53:34Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_96_run,79.0,0.745572,96,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:54:54Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_112_run,63.0,0.73618,112,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:56:19Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_128_run,62.0,0.576111,128,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:57:28Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_144_run,169.0,0.6813,144,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T19:58:37Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_160_run,77.0,0.760967,160,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T20:01:34Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_2000_run,110.0,100.000011,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,2000,0.0009,0.9,,10,,,,,2025-11-30T20:02:59Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_4000_run,110.0,2.550128,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,4000,0.0009,0.9,,10,,,,,2025-11-30T20:04:56Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_6000_run,191.0,1.213426,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,6000,0.0009,0.9,,10,,,,,2025-11-30T20:06:54Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_8000_run,280.0,1.42756,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,8000,0.0009,0.9,,10,,,,,2025-11-30T20:10:28Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_10000_run,277.0,0.608889,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,10000,0.0009,0.9,,10,,,,,2025-11-30T20:15:24Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_12000_run,467.0,0.532327,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,12000,0.0009,0.9,,10,,,,,2025-11-30T20:20:15Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_14000_run,354.0,0.419377,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,14000,0.0009,0.9,,10,,,,,2025-11-30T20:28:19Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_16000_run,320.0,0.671568,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,16000,0.0009,0.9,,10,,,,,2025-11-30T20:34:34Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_18000_run,298.0,0.778028,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,18000,0.0009,0.9,,10,,,,,2025-11-30T20:40:11Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
buffer_size_20000_run,201.0,0.680944,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T20:45:17Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_1_run,108.0,0.731199,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,1,,,,,2025-11-30T20:48:54Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_2_run,88.0,0.831981,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,2,,,,,2025-11-30T20:50:50Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_3_run,97.0,0.691137,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,3,,,,,2025-11-30T20:52:28Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_4_run,114.0,0.37864,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,4,,,,,2025-11-30T20:54:14Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_5_run,125.0,0.639217,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,5,,,,,2025-11-30T20:56:15Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_6_run,177.0,0.891633,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,6,,,,,2025-11-30T20:58:28Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_7_run,194.0,0.789603,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,7,,,,,2025-11-30T21:01:41Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_8_run,210.0,0.72621,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,8,,,,,2025-11-30T21:05:11Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_9_run,238.0,0.957143,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,9,,,,,2025-11-30T21:08:56Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_epoch_10_run,244.0,0.656014,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:13:09Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
max_steps_100000_run,237.0,1.23007,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:17:30Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,100000.0,640.0
max_steps_150000_run,246.0,0.759015,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:21:43Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,150000.0,640.0
max_steps_200000_run,131.0,0.683155,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:26:04Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,200000.0,640.0
max_steps_250000_run,238.0,0.75636,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:28:28Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,250000.0,640.0
max_steps_300000_run,255.0,0.999056,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:32:44Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,300000.0,640.0
max_steps_350000_run,246.0,0.792337,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:37:15Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,350000.0,640.0
max_steps_400000_run,251.0,0.571906,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:41:39Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,400000.0,640.0
max_steps_450000_run,219.0,0.697484,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:46:05Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,450000.0,640.0
max_steps_500000_run,249.0,0.691145,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:49:58Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,500000.0,640.0
max_steps_550000_run,251.0,0.87725,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:54:22Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_64_run,258.0,0.809733,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T21:58:48Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_128_run,247.0,0.8,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:03:23Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_192_run,266.0,0.411649,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:07:47Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_256_run,143.0,0.941879,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:12:30Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_320_run,191.0,1.116943,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:15:06Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_384_run,195.0,0.669823,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:18:29Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_448_run,239.0,1.167044,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:21:57Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_512_run,243.0,0.367278,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:26:11Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_576_run,232.0,0.727489,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:30:33Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
hidden_units_640_run,203.0,0.699101,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:34:37Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_layers_1_run,251.0,0.74057,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:38:18Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_layers_2_run,245.0,0.439338,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:42:45Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
num_layers_3_run,220.0,0.740294,32,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:47:02Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_16_run0,311.0,0.95591,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:51:04Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_16_run1,154.0,0.829315,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:56:27Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_16_run2,126.0,0.805238,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T22:59:07Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
batch_size_16_run3,129.0,0.586436,16,0.00045,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",Windows 10,NVIDIA GeForce RTX 4060 Laptop GPU,20000,0.0009,0.9,,10,,,,,2025-11-30T23:01:19Z,16.0,1400.00 MHz,31.70 GB,PPO,0.82,True,128.0,1.0,0.95,550000.0,640.0
